departamento_destino|departamento_origen|dia_habil|dia_nohabil|diferencia_horas|factor_ajuste|factor_ajuste_transmilenio|fe_total|hora_fin|hora_inicio|id_encuesta|latitud_destino|latitud_origen|longitud_destino|longitud_origen|medio_predominante|motivoviaje|municipio_destino|municipio_origen|numero_persona|numero_viaje|pi_k_i|pi_k_ii|pi_k_iii|pico_habil|pico_nohabil|ponderador_calibrado|ponderador_calibrado_viajes|tiempo_camino|valle_habil|valle_nohabil|zat_destino|zat_origen,
Bogota D.C.|Bogota D.C.||S|01:30:00|63824667536148|120293649023643|588892177589852|20:30:00|19:00:00|18393162|46227465499645|466591436328|-7414933519013|-740587052719|Transmilenio|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|4|2|109793456838786|536363636363636|1|||375858474493105|452133874132354|7|||522|241,
Bogota D.C.|Bogota D.C.||S|01:00:00|63824667536148|120293649023643|588892177589852|10:30:00|09:30:00|18393163|46850262247|46835474479228|-740579206275|-74057749217058|AUTO|Buscar / Dejar alguien bajo su cuidad|BOGOTA-DC 11001|BOGOTA-DC 11001|1|1|109793456838786|536363636363636|1|||375858474493105|452133874132354|2||S|849|522,
Bogota D.C.|Bogota D.C.||S|02:30:00|63824667536148|120293649023643|588892177589852|14:00:00|11:30:00|18393163|46227465499645|46850262247|-7414933519013|-740579206275|AUTO|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|1|2|109793456838786|536363636363636|1|||375858474493105|452133874132354|2|||522|849,
Bogota D.C.|Bogota D.C.||S|01:00:00|63824667536148|120293649023643|588892177589852|10:30:00|09:30:00|18393163|46850262247|46835474479228|-740579206275|-74057749217058|AUTO|Recibir atencion en salud|BOGOTA-DC 11001|BOGOTA-DC 11001|2|1|109793456838786|536363636363636|1|||375858474493105|452133874132354|2||S|849|522,
Bogota D.C.|Bogota D.C.||S|02:30:00|63824667536148|120293649023643|588892177589852|14:00:00|11:30:00|18393163|46227465499645|46850262247|-7414933519013|-740579206275|AUTO|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|2|2|109793456838786|536363636363636|1|||375858474493105|452133874132354|2|||522|849,
Bogota D.C.|Bogota D.C.||S|01:53:00|63824667536148|120293649023643|588892177589852|11:53:00|10:00:00|18393163|46256955833262|46591349780955|-74147845068833|-74126428263004|PEATON|Ir a ver a alguien|BOGOTA-DC 11001|BOGOTA-DC 11001|4|1|109793456838786|536363636363636|1|||375858474493105|452133874132354|30||S|418|522,
Bogota D.C.|Bogota D.C.||S|00:30:00|63824667536148|120293649023643|588892177589852|14:45:00|14:15:00|18393163|46227465499645|46256955833262|-7414933519013|-74147845068833|PEATON|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|4|2|109793456838786|536363636363636|1|||375858474493105|452133874132354||||522|418,
Bogota D.C.|Bogota D.C.||S|01:00:00|63824667536148|120293649023643|588892177589852|10:30:00|09:30:00|18393163|46850262247|46835474479228|-740579206275|-74057749217058|AUTO|Buscar / Dejar alguien bajo su cuidad|BOGOTA-DC 11001|BOGOTA-DC 11001|5|1|109793456838786|536363636363636|1|||375858474493105|452133874132354|2||S|849|522,
Bogota D.C.|Bogota D.C.||S|02:30:00|63824667536148|120293649023643|588892177589852|14:00:00|11:30:00|18393163|46227465499645|46850262247|-7414933519013|-740579206275|AUTO|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|5|2|109793456838786|536363636363636|1|||375858474493105|452133874132354|2|||522|849,
Cundinamarca|Bogota D.C.||S|01:00:00|639026699191019|120293649023643|431854263565891|07:00:00|06:00:00|18393181|47102423|46333006220023|-742144199|-74058610025899|ESPECIAL|Trabajar|MOSQUERA-cundinamarca 25473|BOGOTA-DC 11001|1|1|147223044397463|488888888888889|6|||27596640457808|331970058146322|6|||900|411,
Bogota D.C.|Cundinamarca||S|02:20:00|639026699191019|120293649023643|431854263565891|13:46:00|11:26:00|18393181|46412984586108|47102423|-74161914143961|-742144199|ESPECIAL|Volver a casa|BOGOTA-DC 11001|MOSQUERA-cundinamarca 25473|1|2|147223044397463|488888888888889|6|||27596640457808|331970058146322|6||S|411|900,
Bogota D.C.|Bogota D.C.||S|02:42:00|639026699191019|120293649023643|431854263565891|16:42:00|14:00:00|18393181|463379469191|46412984586108|-742017125722|-74161914143961|TPC-SITP|Otra cosa|BOGOTA-DC 11001|BOGOTA-DC 11001|2|1|147223044397463|488888888888889|6|||27596640457808|331970058146322|10|||557|411,
Bogota D.C.|Bogota D.C.||S|01:39:42|639026699191019|120293649023643|431854263565891|21:09:42|19:30:00|18393181|46412984586108|463379469191|-74161914143961|-742017125722|TPC-SITP|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|2|2|147223044397463|488888888888889|6|||27596640457808|331970058146322|10|||411|557,
Bogota D.C.|Bogota D.C.||S|00:22:00|639026699191019|120293649023643|14395142118863|12:01:00|11:39:00|18393182|46443105225303|46414559645689|-74154513678782|-74162442414569|PEATON|Trabajar|BOGOTA-DC 11001|BOGOTA-DC 11001|1|1|147223044397463|488888888888889|2|||919888015260266|110656686048774|10|||396|412,
Bogota D.C.|Bogota D.C.||S|00:16:00|639026699191019|120293649023643|14395142118863|21:25:00|21:09:00|18393182|46432598460583|46443105225303|-74160229713987|-74154513678782|PEATON|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|1|2|147223044397463|488888888888889|2|||919888015260266|110656686048774||||412|396,
Bogota D.C.|Bogota D.C.||S|01:00:00|639026699191019|120293649023643|809726744186047|09:00:00|08:00:00|18393183|4703246779|4629988095047|-740325323885|-74155415840285|Transmilenio|Trabajar|BOGOTA-DC 11001|BOGOTA-DC 11001|1|1|223372894947875|3625|1|||5174370085839|622443859024353|10|||87|417,
Bogota D.C.|Bogota D.C.||S|00:43:00|639026699191019|120293649023643|809726744186047|18:13:00|17:30:00|18393183|4629988095047|4703246779|-74155415840285|-740325323885|Transmilenio|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|1|2|223372894947875|3625|1||S|5174370085839|622443859024353|10|||417|87,
Bogota D.C.|Bogota D.C.||S|01:20:00|639026699191019|120293649023643|194334418604651|08:50:00|07:30:00|18393184|46401597894466|4625883824123292|-7406556954644|-741661603763809|Transmilenio|Trabajar|BOGOTA-DC 11001|BOGOTA-DC 11001|1|1|150646836127637|43|3|||124184882060136|149386526165845|8|||275|527,
Bogota D.C.|Bogota D.C.||S|01:00:00|639026699191019|120293649023643|194334418604651|20:00:00|19:00:00|18393184|4625627170779861|46401597894466|-7416684702188871|-7406556954644|Transmilenio|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|1|2|150646836127637|43|3|||124184882060136|149386526165845|15|||527|275,
Bogota D.C.|Bogota D.C.||S|01:20:00|639026699191019|120293649023643|194334418604651|08:50:00|07:30:00|18393184|46432233724925|4626739334596259|-74064962783218|-7416796282083891|Transmilenio|Trabajar|BOGOTA-DC 11001|BOGOTA-DC 11001|2|1|150646836127637|43|3|||124184882060136|149386526165845|10|||275|527,
Bogota D.C.|Bogota D.C.||S|01:08:33|639026699191019|120293649023643|194334418604651|11:27:46|10:19:13|18393184|4625627170779861|46432233724925|-7416684702188871|-74064962783218|Transmilenio|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|2|2|150646836127637|43|3|||124184882060136|149386526165845|||S|527|275,
Bogota D.C.|Bogota D.C.||S|01:25:25|639026699191019|120293649023643|14395142118863|13:30:25|12:05:00|18393185|46273219142957|46396403963168|-74189387892818|-74164786263509|PEATON|Recreacion|BOGOTA-DC 11001|BOGOTA-DC 11001|1|1|147223044397463|488888888888889|2|||919888015260266|110656686048774|30|||552|412,
Bogota D.C.|Bogota D.C.||S|01:37:00|639026699191019|120293649023643|14395142118863|15:08:25|13:31:25|18393185|46396403963168|46273219142957|-74164786263509|-74189387892818|PEATON|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|1|2|147223044397463|488888888888889|2|||919888015260266|110656686048774|30|||412|552,
Bogota D.C.|Bogota D.C.||S|03:00:00|418581968016165|120293649023643|63471|17:00:00|14:00:00|18394486|462105800772|4616697008964|-74135085864|-74136118294199|TPC-SITP|Tramites|BOGOTA-DC 11001|BOGOTA-DC 11001|1|1|288504545454545|22|1|||26567816091954|319593954429021|30|||951|554,
Bogota D.C.|Bogota D.C.||S|00:50:00|418581968016165|120293649023643|63471|18:21:00|17:31:00|18394486|46338948744052|462105800772|-7419364402597|-74135085864|TPC-SITP|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|1|2|288504545454545|22|1||S|26567816091954|319593954429021|30|||554|951,
Bogota D.C.|Bogota D.C.||S|00:21:00|134054047747945|120293649023643|84628|04:21:00|04:00:00|18394662|46701543477483|46008798672897|-74055247712583|-7418144064185|TAXI|Trabajar|BOGOTA-DC 11001|BOGOTA-DC 11001|3|1|835144736842105|253333333333333|4|||113447259528131|136469848203711|10|||163|544,
Bogota D.C.|Bogota D.C.||S|00:45:00|134054047747945|120293649023643|84628|15:45:00|15:00:00|18394662|46008798672897|46701543477483|-7418144064185|-74055247712583|TAXI|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|3|2|835144736842105|253333333333333|4|||113447259528131|136469848203711|2|||544|163,
Bogota D.C.|Bogota D.C.||S|01:24:00|134054047747945|120293649023643|84628|07:24:00|06:00:00|18394662|46303180189905|46008798672897|-74167793493297|-7418144064185|ALIMENTADOR|Trabajar|BOGOTA-DC 11001|BOGOTA-DC 11001|5|1|835144736842105|253333333333333|4|||113447259528131|136469848203711|20|||528|544,
Bogota D.C.|Bogota D.C.||S|00:11:00|134054047747945|120293649023643|84628|09:48:00|09:37:00|18394662|46008798672897|46303180189905|-7418144064185|-74167793493297|ALIMENTADOR|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|5|2|835144736842105|253333333333333|4|||113447259528131|136469848203711|20|||544|528,
Bogota D.C.|Bogota D.C.||S|01:54:00|134054047747945|120293649023643|84628|07:54:00|06:00:00|18394662|46082012662967|46008798672897|-7407076072462|-7418144064185|Transmilenio|Trabajar|BOGOTA-DC 11001|BOGOTA-DC 11001|6|1|835144736842105|253333333333333|4|||113447259528131|136469848203711|20|||993|544,
Bogota D.C.|Bogota D.C.||S|01:37:00|134054047747945|120293649023643|84628|14:53:00|13:16:00|18394662|46008798672897|46082012662967|-7418144064185|-7407076072462|Transmilenio|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|6|2|835144736842105|253333333333333|4|||113447259528131|136469848203711|20|||544|993,
Bogota D.C.|Bogota D.C.||S|00:43:00|63824667536148|120293649023643|323890697674419|20:39:00|19:56:00|18394663|46783719488604|4622007948261|-74074118301809|-74143419242533|Transmilenio|Compras|BOGOTA-DC 11001|BOGOTA-DC 11001|2|1|150646836127637|215|1|||206722160971208|248673630772795|15|||170|420,
Bogota D.C.|Bogota D.C.||S|00:30:00|63824667536148|120293649023643|323890697674419|21:47:44|21:17:44|18394663|4622007948261|46783719488604|-74143419242533|-74074118301809|Transmilenio|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|2|2|150646836127637|215|1|||206722160971208|248673630772795|15|||420|170,
Bogota D.C.|Bogota D.C.||S|00:30:00|63824667536148|120293649023643|323890697674419|10:30:00|10:00:00|18394663|45973975707478|4622007948261|-74075942289389|-74143419242533|AUTO|Asuntos de Trabajo|BOGOTA-DC 11001|BOGOTA-DC 11001|3|1|150646836127637|215|1|||206722160971208|248673630772795|0||S|459|420,
Bogota D.C.|Bogota D.C.||S|01:20:00|63824667536148|120293649023643|323890697674419|19:20:00|18:00:00|18394663|4622007948261|45973975707478|-74143419242533|-74075942289389|AUTO|Volver a casa|BOGOTA-DC 11001|BOGOTA-DC 11001|3|2|150646836127637|215|1||S|206722160971208|248673630772795|0|||420|459,
